question,class1,class2,wh,headWord,synomums1,synomums2,synomums3,AllCaps,AllLowerCase,AllDigits,AllLetters,others,Location,Person,Organization,Money,Percent,Date,Time,DURATION,MISC,NUMBER,SET,ORDINAL,db
Where are the places that have scuba diving in Indonesia?,TTD,TTDSPO,where,place,topographic_point,place,spot,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCountries wikicatCountriesInOceania wikicatDeveloping wikicatFormerOPECMemberStates wikicatIslamicStates wikicatIslandCountries wikicatMalay wikicatMemberStatesOfTheAssociationOfSoutheastAsianNations wikicatMemberStatesOfTheOrganisationOfIslamicCooperation wikicatMemberStatesOfTheUnitedNations wikicatSoutheastAsianCountries wikicatStatesAndTerritoriesEstablishedIn
What would be the average rate of a scuba diving in Indonesia?,TTD,TTDSPO,what,rate,rate,charge_per_unit,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCountries wikicatCountriesInOceania wikicatDeveloping wikicatFormerOPECMemberStates wikicatIslamicStates wikicatIslandCountries wikicatMalay wikicatMemberStatesOfTheAssociationOfSoutheastAsianNations wikicatMemberStatesOfTheOrganisationOfIslamicCooperation wikicatMemberStatesOfTheUnitedNations wikicatSoutheastAsianCountries wikicatStatesAndTerritoriesEstablishedIn
Where to go trekking in Indonesia?,TTD,TTDSPO,where,Indonesia,Indonesia,Republic_of_Indonesia,Dutch_East_Indies,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCountries wikicatCountriesInOceania wikicatDeveloping wikicatFormerOPECMemberStates wikicatIslamicStates wikicatIslandCountries wikicatMalay wikicatMemberStatesOfTheAssociationOfSoutheastAsianNations wikicatMemberStatesOfTheOrganisationOfIslamicCooperation wikicatMemberStatesOfTheUnitedNations wikicatSoutheastAsianCountries wikicatStatesAndTerritoriesEstablishedIn
Can you recommend reputable cruise company with seaworthy vessels to tour Rinca & Komodo islands?,TGU,TGUTOP,other,vessel,vessel,vas,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Where can I buy a sim card in Indonesia?,TGU,TGUTEL,where,Indonesia,Indonesia,Republic_of_Indonesia,Dutch_East_Indies,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCountries wikicatCountriesInOceania wikicatDeveloping wikicatFormerOPECMemberStates wikicatIslamicStates wikicatIslandCountries wikicatMalay wikicatMemberStatesOfTheAssociationOfSoutheastAsianNations wikicatMemberStatesOfTheOrganisationOfIslamicCooperation wikicatMemberStatesOfTheUnitedNations wikicatSoutheastAsianCountries wikicatStatesAndTerritoriesEstablishedIn
Is Pulau Weh a safe place for western tourists?,TGU,TGUHEA,other,place,topographic_point,place,spot,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Is sharia law in effect in Pulau Weh ?,TGU,TGURUL,other,law,law,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,
Are there any mosquito concerns in Indonesia?,TGU,TGUHEA,other,Indonesia,Indonesia,Republic_of_Indonesia,Dutch_East_Indies,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCountries wikicatCountriesInOceania wikicatDeveloping wikicatFormerOPECMemberStates wikicatIslamicStates wikicatIslandCountries wikicatMalay wikicatMemberStatesOfTheAssociationOfSoutheastAsianNations wikicatMemberStatesOfTheOrganisationOfIslamicCooperation wikicatMemberStatesOfTheUnitedNations wikicatSoutheastAsianCountries wikicatStatesAndTerritoriesEstablishedIn
Where can I have lobsters for meal near Puri Santrian?,FOD,FODFCA,where,meal,meal,repast,none,true,true,false,false,flase,0,2,0,0,0,0,0,0,0,0,0,0,
Where can I find good vegetarian street food in Hanoi?,FOD,FODFMA,where,Hanoi,Hanoi,capital_of_Vietnam,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location city populatedPlace village location administrativeDistrict area capital center city district geographicalArea location municipality object physicalEntity region seat site state subdivision tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCapitalsInAsia wikicatCitiesInVietnam wikicatDistrictCapitalsInVietnam wikicatPopulatedPlacesEstablishedInThe wikicatPopulatedPlacesInHanoi wikicatPortCitiesInVietnam wikicatProvincesOfVietnam wikicatSubdivisionsOfVietnam
is it better to book a tour company or tour alone in Vietnam?,TGU,TGUTOP,other,better,better,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCommunistStates wikicatCountries wikicatMemberStatesOfTheAssociationOfSoutheastAsianNations wikicatMemberStatesOfTheUnitedNations wikicatSingle wikicatSocialistStates wikicatSoutheastAsianCountries wikicatStatesAndTerritoriesEstablishedIn
Can't a US citizen apply for 1 month Vietnam visa?,TGU,TGUVIS,other,apply,use,utilize,utilise,true,true,true,true,flase,2,0,0,0,0,0,0,2,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCommunistStates wikicatCountries wikicatMemberStatesOfTheAssociationOfSoutheastAsianNations wikicatMemberStatesOfTheUnitedNations wikicatSingle wikicatSocialistStates wikicatSoutheastAsianCountries wikicatStatesAndTerritoriesEstablishedIn
Is it better not to buy currency from my home country when travelling to Vietnam?,TGU,TGUBAN,when,better,better,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCommunistStates wikicatCountries wikicatMemberStatesOfTheAssociationOfSoutheastAsianNations wikicatMemberStatesOfTheUnitedNations wikicatSingle wikicatSocialistStates wikicatSoutheastAsianCountries wikicatStatesAndTerritoriesEstablishedIn
Where can I find best exchange rates in Vietnam?,TGU,TGUBAN,where,Vietnam,Vietnam,Socialist_Republic_of_Vietnam,Viet_Nam,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCommunistStates wikicatCountries wikicatMemberStatesOfTheAssociationOfSoutheastAsianNations wikicatMemberStatesOfTheUnitedNations wikicatSingle wikicatSocialistStates wikicatSoutheastAsianCountries wikicatStatesAndTerritoriesEstablishedIn
Can you suggest an itinerary for 3 days in Vietnam?,TGU,TGUOTH,other,day,day,twenty-four_hours,solar_day,true,true,true,true,flase,1,0,0,0,0,0,0,2,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCommunistStates wikicatCountries wikicatMemberStatesOfTheAssociationOfSoutheastAsianNations wikicatMemberStatesOfTheUnitedNations wikicatSingle wikicatSocialistStates wikicatSoutheastAsianCountries wikicatStatesAndTerritoriesEstablishedIn
Where can I find good sceneries for photographs in Hanoi?,TTD,TTDSHP,where,photograph,photograph,photo,exposure,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location city populatedPlace village location administrativeDistrict area capital center city district geographicalArea location municipality object physicalEntity region seat site state subdivision tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCapitalsInAsia wikicatCitiesInVietnam wikicatDistrictCapitalsInVietnam wikicatPopulatedPlacesEstablishedInThe wikicatPopulatedPlacesInHanoi wikicatPortCitiesInVietnam wikicatProvincesOfVietnam wikicatSubdivisionsOfVietnam
What is the average cost of a meal in Vietnam?,FOD,FODCOT,what,cost,cost,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCommunistStates wikicatCountries wikicatMemberStatesOfTheAssociationOfSoutheastAsianNations wikicatMemberStatesOfTheUnitedNations wikicatSingle wikicatSocialistStates wikicatSoutheastAsianCountries wikicatStatesAndTerritoriesEstablishedIn
How much money would I need for a 3 night stay in Vietnam?,TGU,TGUAVE,how,stay,stay,none,none,true,true,true,true,flase,1,0,0,0,0,0,1,0,0,1,0,0,   dUL q timePeriod year album artifact instrumentality medium object physicalEntity whole wikicat wikicatElectronicaAlbums   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCommunistStates wikicatCountries wikicatMemberStatesOfTheAssociationOfSoutheastAsianNations wikicatMemberStatesOfTheUnitedNations wikicatSingle wikicatSocialistStates wikicatSoutheastAsianCountries wikicatStatesAndTerritoriesEstablishedIn
Can I stay in the Noi Bai airport overnight due to a 22 hours layover?,TGU,TGUAPT,other,airport,airport,airdrome,aerodrome,true,true,true,true,flase,2,0,0,0,0,0,1,2,0,0,0,0,
Is it worth staying at Hanoi and do all the tours from there?,TGU,TGUNEI,other,worth,deserving,meriting,worth,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location city populatedPlace village location administrativeDistrict area capital center city district geographicalArea location municipality object physicalEntity region seat site state subdivision tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCapitalsInAsia wikicatCitiesInVietnam wikicatDistrictCapitalsInVietnam wikicatPopulatedPlacesEstablishedInThe wikicatPopulatedPlacesInHanoi wikicatPortCitiesInVietnam wikicatProvincesOfVietnam wikicatSubdivisionsOfVietnam
Can you suggest a good hotel in Hanoi to stay which has access to restaurants and bars?,ACM,ACMHOT,which,Hanoi,Hanoi,capital_of_Vietnam,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location city populatedPlace village location administrativeDistrict area capital center city district geographicalArea location municipality object physicalEntity region seat site state subdivision tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCapitalsInAsia wikicatCitiesInVietnam wikicatDistrictCapitalsInVietnam wikicatPopulatedPlacesEstablishedInThe wikicatPopulatedPlacesInHanoi wikicatPortCitiesInVietnam wikicatProvincesOfVietnam wikicatSubdivisionsOfVietnam
Can you explain the difference between obtaining a visa from homeland and obtaining a visa on arrival in Vietnam?,TGU,TGUVIS,other,homeland,fatherland,homeland,motherland,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCommunistStates wikicatCountries wikicatMemberStatesOfTheAssociationOfSoutheastAsianNations wikicatMemberStatesOfTheUnitedNations wikicatSingle wikicatSocialistStates wikicatSoutheastAsianCountries wikicatStatesAndTerritoriesEstablishedIn
What is the approximate taxi cost from Ham Tien to Phan Thiet Railway Station?,TRS,TRSTAX,what,cost,cost,none,none,true,true,false,false,flase,6,0,0,0,0,0,0,0,0,0,0,0,
Is Mekong Delta New Year's is celebrated in the Mekong Delta?,ENT,ENTFES,other,New,none,none,none,true,true,false,false,flase,2,0,0,0,0,3,0,0,0,0,0,0,
Where can I find a quiet beach to rest in Vietnam?,TTD,TTDSIG,where,Vietnam,Vietnam,Socialist_Republic_of_Vietnam,Viet_Nam,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCommunistStates wikicatCountries wikicatMemberStatesOfTheAssociationOfSoutheastAsianNations wikicatMemberStatesOfTheUnitedNations wikicatSingle wikicatSocialistStates wikicatSoutheastAsianCountries wikicatStatesAndTerritoriesEstablishedIn
"Which city is better to visit out of these 2, Hanoi or Ho Chi Minh?",TGU,TGUOTH,which,better,better,none,none,true,true,true,true,flase,1,0,0,0,0,0,0,0,0,1,0,0,   dUL q timePeriod year   q populatedPlace settlement wgs place place location city populatedPlace village location administrativeDistrict area capital center city district geographicalArea location municipality object physicalEntity region seat site state subdivision tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCapitalsInAsia wikicatCitiesInVietnam wikicatDistrictCapitalsInVietnam wikicatPopulatedPlacesEstablishedInThe wikicatPopulatedPlacesInHanoi wikicatPortCitiesInVietnam wikicatProvincesOfVietnam wikicatSubdivisionsOfVietnam
What are the must see sights in Vietnam?,TTD,TTDSIG,what,the,,,,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCommunistStates wikicatCountries wikicatMemberStatesOfTheAssociationOfSoutheastAsianNations wikicatMemberStatesOfTheUnitedNations wikicatSingle wikicatSocialistStates wikicatSoutheastAsianCountries wikicatStatesAndTerritoriesEstablishedIn
What are the must see sights in Hanoi?,TTD,TTDSIG,what,the,,,,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location city populatedPlace village location administrativeDistrict area capital center city district geographicalArea location municipality object physicalEntity region seat site state subdivision tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCapitalsInAsia wikicatCitiesInVietnam wikicatDistrictCapitalsInVietnam wikicatPopulatedPlacesEstablishedInThe wikicatPopulatedPlacesInHanoi wikicatPortCitiesInVietnam wikicatProvincesOfVietnam wikicatSubdivisionsOfVietnam
What is the best way to explore Halong Bay?,TTD,TTDSIG,what,way,manner,mode,style,true,true,false,false,flase,0,2,0,0,0,0,0,0,0,0,0,0,
Where can I buy a sim card in Vietnam?,TGU,TGUTEL,where,Vietnam,Vietnam,Socialist_Republic_of_Vietnam,Viet_Nam,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCommunistStates wikicatCountries wikicatMemberStatesOfTheAssociationOfSoutheastAsianNations wikicatMemberStatesOfTheUnitedNations wikicatSingle wikicatSocialistStates wikicatSoutheastAsianCountries wikicatStatesAndTerritoriesEstablishedIn
